Type,BHK,Bathroom,Furnishing,Locality,Parking,Status,Transaction,Total_sqft,Price (in Lakhs)
Apartment,2,2,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1,Almost_ready,New_Property,24718,"29.40
%%"
Apartment,3,3,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1,Ready_to_move,Resale,24718,"155.00
%%"
Apartment,3,2,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1,Ready_to_move,Resale,24718,"172.00
%%"
Builder_Floor,4,3,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2,Ready_to_move,Resale,30556,"550.00
%%"
Apartment,2,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,30556,"150.00
%%"
Builder_Floor,4,4,Semi-Furnished,Greater Kailash 1,2,Almost_ready,New_Property,30556,"510.00
%%"
Builder_Floor,4,3,Semi-Furnished,Rohini Sector 24,1,Ready_to_move,New_Property,30556,"130.00
%%"
Builder_Floor,3,3,Semi-Furnished,Greater Kailash 1,1,Ready_to_move,New_Property,18750,"300.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Khanpur, Madangir",1,Ready_to_move,New_Property,18750,"24.00
%%"
Builder_Floor,4,3,Unfurnished,"Batla House, Okhla",1,Ready_to_move,New_Property,18750,"55.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Friends Colony West, New Friends Colony",2,Ready_to_move,Resale,,"450.00
%%"
Builder_Floor,4,4,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,120000,"600.00
%%"
Builder_Floor,4,4,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,120000,"650.00
%%"
Builder_Floor,5,5,Semi-Furnished,"Maharani Bagh, New Friends Colony",9,Ready_to_move,New_Property,120000,"2200.00
%%"
Builder_Floor,4,4,Unfurnished,New Friends Colony ,2,Ready_to_move,Resale,120000,"600.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,120000,"385.00
%%"
Apartment,3,3,Semi-Furnished,"Maharani Bagh, New Friends Colony",2,Ready_to_move,Resale,120000,"500.00
%%"
Builder_Floor,4,4,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,120000,"750.00
%%"
Builder_Floor,4,4,Furnished,"Friends Colony West, New Friends Colony",2,Ready_to_move,New_Property,120000,"700.00
%%"
Apartment,4,7,Semi-Furnished,"Maharani Bagh, New Friends Colony",3,Ready_to_move,New_Property,15459,"1600.00
%%"
Builder_Floor,3,4,Semi-Furnished,"Maharani Bagh, New Friends Colony",1,Ready_to_move,Resale,15459,"850.00
%%"
Apartment,3,3,Semi-Furnished,New Friends Colony,2,Ready_to_move,Resale,15459,"400.00
%%"
Builder_Floor,4,4,Unfurnished,New Friends Colony,2,Ready_to_move,Resale,15459,"900.00
%%"
Builder_Floor,4,5,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,15459,"560.00
%%"
Builder_Floor,5,5,Semi-Furnished,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,15459,"1355.00
%%"
Builder_Floor,3,3,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,15459,"600.00
%%"
Builder_Floor,4,5,Unfurnished,"Maharani Bagh, New Friends Colony",4,Ready_to_move,New_Property,15459,"1700.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kalindi Colony, Maharani Bagh, New Friends Colony",2,Ready_to_move,Resale,15459,"500.00
%%"
Builder_Floor,4,5,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,15459,"580.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Friends Colony East, New Friends Colony",2,Ready_to_move,New_Property,15459,"375.00
%%"
Builder_Floor,3,3,Unfurnished,"Maharani Bagh, New Friends Colony",1,Ready_to_move,Resale,15459,"450.00
%%"
Builder_Floor,4,4,Semi-Furnished,New Friends Colony,3,Ready_to_move,New_Property,15459,"700.00
%%"
Apartment,6,4,Semi-Furnished,Taimoor Enclave,2,Ready_to_move,Resale,15459,"295.00
%%"
Builder_Floor,4,4,Unfurnished,New Friends Colony,1,Ready_to_move,Resale,23529,"600.00
%%"
Builder_Floor,4,4,Semi-Furnished,New Friends Colony,2,Ready_to_move,Resale,23529,"700.00
%%"
Builder_Floor,3,3,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,23529,"500.00
%%"
Builder_Floor,4,5,Semi-Furnished,New Friends Colony,2,Ready_to_move,New_Property,23529,"750.00
%%"
Builder_Floor,4,4,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2,Ready_to_move,New_Property,23529,"525.00
%%"
Builder_Floor,4,4,Semi-Furnished,New Friends Colony,2,Ready_to_move,Resale,23529,"550.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Maharani Bagh, New Friends Colony",2,Ready_to_move,Resale,16667,"1200.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",,Ready_to_move,New_Property,,"650.00
%%"
Builder_Floor,4,4,Unfurnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,,"750.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,,"475.00
%%"
Builder_Floor,5,5,Semi-Furnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,20000,"700.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,20000,"475.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,20000,"400.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,New_Property,20000,"850.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,New_Property,20000,"260.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,11111,"350.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,11111,"200.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Almost_ready,New_Property,21409,"790.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Kailash Colony, Greater Kailash",3,Ready_to_move,Resale,21409,"170.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,95000,"475.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,15363,"430.00
%%"
Builder_Floor,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,19259,"260.00
%%"
Builder_Floor,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,20833,"250.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,20833,"510.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,20833,"400.00
%%"
Builder_Floor,3,3,Unfurnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,Resale,20833,"225.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,20833,"700.00
%%"
Builder_Floor,4,4,Unfurnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,20930,"450.00
%%"
Apartment,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,20930,"511.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,New_Property,20930,"255.00
%%"
Builder_Floor,3,3,Unfurnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,20930,"265.00
%%"
Builder_Floor,2,2,Unfurnished,"Kailash Colony, Greater Kailash",1,Ready_to_move,Resale,20930,"150.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,20930,"550.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,New_Property,20930,"260.00
%%"
Builder_Floor,4,4,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,20930,"380.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",2,Ready_to_move,Resale,20930,"725.00
%%"
Builder_Floor,4,5,Semi-Furnished,"Kailash Colony, Greater Kailash",4,Ready_to_move,New_Property,20930,"650.00
%%"
Builder_Floor,2,2,Unfurnished,"Ram Nagar, Shahdara",,Ready_to_move,New_Property,,"46.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Jyoti Nagar West, Shahdara",,Ready_to_move,Resale,,"92.00
%%"
Apartment,4,3,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2,Ready_to_move,Resale,,"95.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Naveen Shahdara, Shahdara",1,Ready_to_move,Resale,,"45.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Balbir Nagar, Shahdara",1,Ready_to_move,Resale,,"65.00
%%"
Builder_Floor,3,2,Furnished,"Rohitash Nagar East, Shahdara",1,Ready_to_move,Resale,,"56.50
%%"
Builder_Floor,3,3,Semi-Furnished,"Naveen Shahdara, Shahdara",1,Ready_to_move,Resale,6526,"93.00
%%"
Apartment,2,2,Unfurnished,Shahdara,1,Ready_to_move,Resale,6526,"27.00
%%"
Builder_Floor,2,2,Furnished,"Vishwas Nagar, Shahdara",1,Ready_to_move,New_Property,6526,"65.00
%%"
Apartment,2,2,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1,Ready_to_move,Resale,6526,"58.00
%%"
Apartment,3,2,Semi-Furnished,Shahdara,1,Ready_to_move,Resale,6526,"55.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,6526,"60.00
%%"
Builder_Floor,2,2,Unfurnished,"Balbir Nagar, Shahdara",1,Ready_to_move,Resale,6526,"45.00
%%"
Builder_Floor,2,2,Semi-Furnished,Shahdara,2,Ready_to_move,Resale,6526,"41.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Ram Nagar, Shahdara",2,Ready_to_move,Resale,6526,"38.00
%%"
Apartment,2,1,Unfurnished,Shahdara,1,Ready_to_move,Resale,6526,"33.00
%%"
Builder_Floor,2,1,Unfurnished,"Rohtash Nagar, Shahdara",1,Ready_to_move,New_Property,6526,"29.00
%%"
Builder_Floor,2,1,Unfurnished,"Ram Nagar Extension, Shahdara",1,Ready_to_move,Resale,6526,"20.00
%%"
Builder_Floor,2,1,Unfurnished,"Maujpur, Shahdara",1,Ready_to_move,New_Property,6526,"15.50
%%"
Builder_Floor,4,3,Semi-Furnished,"Mansarowar Park, Shahdara",1,Ready_to_move,New_Property,6526,"113.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Gorakh Park West, Shahdara",1,Ready_to_move,Resale,6526,"45.00
%%"
Apartment,2,1,Unfurnished,"Shivnam Apartment, Shahdara",1,Ready_to_move,New_Property,3901,"33.00
%%"
Builder_Floor,4,3,Furnished,"Mansarowar Park, Shahdara",1,Ready_to_move,New_Property,3901,"115.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Ram Nagar Extension, Shahdara",1,Almost_ready,New_Property,3901,"60.00
%%"
Apartment,3,2,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1,Ready_to_move,Resale,3901,"90.00
%%"
Builder_Floor,2,2,Furnished,"Jyoti Colony, Shahdara",1,Ready_to_move,Resale,3901,"45.00
%%"
Apartment,4,3,Furnished,Shahdara,1,Almost_ready,New_Property,3901,"140.00
%%"
Apartment,2,2,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1,Ready_to_move,Resale,6347,"73.00
%%"
Builder_Floor,1,1,Furnished,Shahdara,1,Ready_to_move,Resale,41304,"19.00
%%"
Builder_Floor,3,2,Furnished,"Naveen Shahdara, Shahdara",4,Ready_to_move,Resale,41304,"70.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,,"60.00
%%"
Builder_Floor,1,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,,"64.00
%%"
Apartment,2,1,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,New_Property,5000,"27.00
%%"
Builder_Floor,2,2,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,8701,"65.00
%%"
Builder_Floor,2,1,Unfurnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,5556,"40.00
%%"
Apartment,1,1,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,New_Property,85715,"30.00
%%"
Builder_Floor,2,2,Unfurnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,4444,"50.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,New_Property,4444,"60.00
%%"
Builder_Floor,1,1,Unfurnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,6944,"25.00
%%"
Apartment,2,2,Semi-Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,7222,"65.00
%%"
Apartment,3,1,Unfurnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,11220,"80.00
%%"
Builder_Floor,2,1,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,5357,"27.00
%%"
Apartment,1,2,Unfurnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,5357,"45.00
%%"
Builder_Floor,3,2,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,6706,"57.00
%%"
Builder_Floor,4,3,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,10288,"250.00
%%"
Builder_Floor,3,3,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,28283,"700.00
%%"
Builder_Floor,7,4,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,8923,"265.00
%%"
Builder_Floor,3,2,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,8222,"185.00
%%"
Builder_Floor,5,3,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,20000,"300.00
%%"
Builder_Floor,2,2,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,14550,"220.00
%%"
Builder_Floor,2,2,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,14550,"90.00
%%"
Builder_Floor,3,3,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,30093,"650.00
%%"
Builder_Floor,3,2,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,35714,"225.00
%%"
Builder_Floor,6,3,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,35714,"87.00
%%"
Builder_Floor,6,5,Furnished,"Yamuna Vihar, Shahdara",1,Ready_to_move,Resale,35714,"220.00
%%"
Builder_Floor,4,2,Furnished,"Yamuna Vihar, Shahdara",2,Ready_to_move,Resale,35714,"185.00
%%"
Builder_Floor,2,1,Furnished,"Yamuna Vihar, Shahdara",2,Ready_to_move,New_Property,22857,"160.00
%%"
Builder_Floor,4,3,Furnished,"Yamuna Vihar, Shahdara",2,Ready_to_move,Resale,22857,"160.00
%%"
Builder_Floor,4,2,Furnished,"Yamuna Vihar, Shahdara",2,Ready_to_move,Resale,12500,"90.00
%%"
Builder_Floor,2,2,Furnished,"Jyoti Colony, Shahdara",1,Ready_to_move,Resale,12500,"45.00
%%"
Builder_Floor,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,New_Property,,"60.00
%%"
Builder_Floor,1,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,,"27.00
%%"
Apartment,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,,"65.00
%%"
Apartment,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,4040,"40.00
%%"
Builder_Floor,2,1,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,New_Property,4040,"26.00
%%"
Builder_Floor,2,1,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,7778,"35.00
%%"
Apartment,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,7778,"75.00
%%"
Builder_Floor,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,7778,"70.00
%%"
Builder_Floor,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,New_Property,7778,"45.00
%%"
Builder_Floor,3,3,Semi-Furnished,Laxmi Nagar,2,Ready_to_move,Resale,7778,"55.00
%%"
Builder_Floor,2,1,Semi-Furnished,Laxmi Nagar,2,Ready_to_move,New_Property,7778,"27.00
%%"
Builder_Floor,2,2,Furnished,Laxmi Nagar,2,Ready_to_move,Resale,32000,"24.00
%%"
Builder_Floor,4,3,Unfurnished,Laxmi Nagar,2,Ready_to_move,New_Property,32000,"115.00
%%"
Builder_Floor,2,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,Ready_to_move,New_Property,32000,"36.00
%%"
Builder_Floor,1,2,Unfurnished,"Guru Angad Nagar West, Laxmi Nagar",2,Ready_to_move,New_Property,32000,"17.00
%%"
Apartment,2,1,Unfurnished,"Lalita Park, Laxmi Nagar",2,Ready_to_move,Resale,32000,"25.00
%%"
Builder_Floor,4,2,Furnished,Laxmi Nagar,1,Ready_to_move,Resale,32000,"66.00
%%"
Builder_Floor,2,1,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,32000,"37.00
%%"
Apartment,2,1,Unfurnished,"Krishan Kunj, Laxmi Nagar",1,Ready_to_move,Resale,32000,"35.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Lalita Park, Laxmi Nagar",1,Ready_to_move,Resale,32000,"54.00
%%"
Builder_Floor,2,2,Semi-Furnished,Laxmi Nagar ,1,Ready_to_move,New_Property,5666,"25.50
%%"
Builder_Floor,3,3,Furnished,Laxmi Nagar ,1,Ready_to_move,Resale,5666,"125.00
%%"
Apartment,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,5666,"56.00
%%"
Builder_Floor,2,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,11667,"70.00
%%"
Builder_Floor,2,1,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,11667,"35.00
%%"
Apartment,4,4,Furnished,"Bank Enclave, Laxmi Nagar",1,Ready_to_move,Resale,112179,"350.00
%%"
Builder_Floor,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,11111,"90.00
%%"
Builder_Floor,1,1,Semi-Furnished,"Guru Angad Nagar West, Laxmi Nagar",1,Ready_to_move,Resale,11111,"23.00
%%"
Builder_Floor,3,2,Semi-Furnished,Laxmi Nagar,1,Ready_to_move,Resale,11111,"60.00
%%"
Apartment,3,2,Unfurnished,Laxmi Nagar,1,Ready_to_move,Resale,11111,"60.00
%%"
Builder_Floor,2,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,,"26.50
%%"
Apartment,3,2,Furnished,"Uttam Nagar Floors, Uttam Nagar",1,Ready_to_move,New_Property,4600,"43.70
%%"
Apartment,3,2,Unfurnished,"Virat Residency, Dwarka Mor",1,Ready_to_move,New_Property,4620,"46.20
%%"
Apartment,2,2,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1,Ready_to_move,New_Property,5000,"30.00
%%"
Apartment,2,2,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1,Ready_to_move,New_Property,6111,"33.00
%%"
Builder_Floor,3,2,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1,Almost_ready,New_Property,6111,"55.10
%%"
Builder_Floor,2,2,Semi-Furnished,Dwarka Mor,1,Ready_to_move,New_Property,6111,"32.00
%%"
Builder_Floor,2,2,Semi-Furnished,Uttam Nagar West,1,Ready_to_move,New_Property,6111,"26.00
%%"
Builder_Floor,3,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,6111,"40.00
%%"
Builder_Floor,2,1,Semi-Furnished,Uttam Nagar West,1,Ready_to_move,New_Property,6111,"18.50
%%"
Builder_Floor,1,1,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,6111,"17.00
%%"
Builder_Floor,3,2,Semi-Furnished,"SB Residency, Dwarka Mor",1,Ready_to_move,New_Property,6111,"28.00
%%"
Builder_Floor,2,2,Semi-Furnished,Uttam Nagar West,1,Ready_to_move,New_Property,6111,"21.50
%%"
Builder_Floor,4,3,Semi-Furnished,"SB Residency, Dwarka Mor",1,Ready_to_move,New_Property,6111,"68.00
%%"
Builder_Floor,3,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,6111,"62.00
%%"
Builder_Floor,2,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,6111,"31.00
%%"
Builder_Floor,3,2,Semi-Furnished,Dwarka Mor,1,Ready_to_move,New_Property,6111,"34.00
%%"
Builder_Floor,2,2,Unfurnished,"Kiran Garden, Uttam Nagar",1,Ready_to_move,Resale,6111,"40.00
%%"
Builder_Floor,2,2,Semi-Furnished,"Mohan Garden, Razapur Khurd",1,Ready_to_move,Resale,6584,"48.00
%%"
Builder_Floor,2,2,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,6584,"25.00
%%"
Builder_Floor,1,1,Semi-Furnished,Uttam Nagar,1,Ready_to_move,New_Property,6584,"20.00
%%"
Builder_Floor,2,2,Semi-Furnished,Uttam Nagar West,1,Ready_to_move,New_Property,6584,"19.00
%%"
Builder_Floor,3,2,Furnished,"Mitya Homes, Dwarka Mor",1,Ready_to_move,New_Property,5794,"58.00
%%"
Builder_Floor,2,2,Unfurnished,Dwarka Mor,1,Ready_to_move,Resale,5794,"29.00
%%"
Builder_Floor,2,1,Semi-Furnished,Uttam Nagar West,1,Ready_to_move,New_Property,5794,"20.00
%%"
Builder_Floor,2,2,Semi-Furnished,Uttam Nagar ,1,Ready_to_move,New_Property,5794,"26.00
%%"
Builder_Floor,2,1,Unfurnished,Uttam Nagar,1,Ready_to_move,Resale,5794,"29.00
%%"
Builder_Floor,2,2,Unfurnished,Uttam Nagar,1,Ready_to_move,Resale,5794,"32.00
%%"
Builder_Floor,3,2,Semi-Furnished,"New Uttam Nagar, Uttam Nagar",1,Ready_to_move,Resale,5794,"54.00
%%"
Builder_Floor,3,2,Semi-Furnished,Dwarka Mor,1,Ready_to_move,Resale,5794,"38.00
%%"
Apartment,5,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,28797,"1350.00
%%"
Apartment,4,4,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,23840,"930.00
%%"
Builder_Floor,2,3,Furnished,"Patel Nagar South, Patel Nagar",1,Ready_to_move,New_Property,23840,"82.00
%%"
Builder_Floor,3,2,Unfurnished,Patel Nagar West,1,Ready_to_move,Resale,23840,"80.00
%%"
Builder_Floor,3,2,Semi-Furnished,Patel Nagar West,1,Ready_to_move,Resale,23840,"95.00
%%"
Builder_Floor,4,5,Semi-Furnished,Patel Nagar West,1,Ready_to_move,Resale,23840,"200.00
%%"
Builder_Floor,2,2,Furnished,Patel Nagar West,3,Ready_to_move,Resale,23840,"74.00
%%"
Apartment,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,23840,"375.00
%%"
Builder_Floor,4,4,Semi-Furnished,Patel Nagar West,3,Ready_to_move,Resale,7500,"150.00
%%"
Apartment,3,3,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,7500,"553.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,7500,"265.00
%%"
Apartment,3,2,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,160000,"160.00
%%"
Builder_Floor,3,2,Furnished,Patel Nagar West,2,Ready_to_move,Resale,11556,"104.00
%%"
Builder_Floor,1,1,Unfurnished,Patel Nagar West,2,Ready_to_move,Resale,11556,"17.00
%%"
Builder_Floor,2,2,Semi-Furnished,Patel Nagar West,2,Ready_to_move,Resale,8421,"80.00
%%"
Builder_Floor,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",2,Ready_to_move,Resale,8421,"270.00
%%"
Builder_Floor,3,3,Semi-Furnished,Patel Nagar West,2,Ready_to_move,Resale,8421,"195.00
%%"
Apartment,3,3,Furnished,"Patel Nagar East, Patel Nagar",3,Ready_to_move,Resale,27778,"500.00
%%"
Builder_Floor,3,3,Unfurnished,Patel Nagar West,3,Ready_to_move,Resale,11722,"211.00
%%"
Apartment,3,3,Unfurnished,"The Leela Sky Villas, Patel Nagar",1,Almost_ready,New_Property,24718,"570.00
%%"
Builder_Floor,2,3,Semi-Furnished,Patel Nagar West,1,Ready_to_move,Resale,24718,"59.00
%%"
Builder_Floor,3,2,Unfurnished,"Punjabi Basti, Patel Nagar",1,Ready_to_move,New_Property,85714,"120.00
%%"
Builder_Floor,3,2,Unfurnished,Patel Nagar West,1,Ready_to_move,Resale,13333,"120.00
%%"
Apartment,3,3,Unfurnished,Patel Nagar West,1,Ready_to_move,Resale,13333,"240.00
%%"
Apartment,1,1,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,13333,"70.00
%%"
Apartment,3,3,Semi-Furnished,"Patel Nagar East, Patel Nagar",1,Ready_to_move,Resale,8418,"150.00
%%"
Builder_Floor,2,2,Furnished,"Baljit Nagar, Patel Nagar",1,Ready_to_move,Resale,1667,"15.00
%%"
Apartment,2,1,Semi-Furnished,Patel Nagar West,1,Ready_to_move,Resale,1667,"39.50
%%"
Builder_Floor,3,3,Unfurnished,Patel Nagar West,1,Ready_to_move,Resale,8333,"125.00
%%"
Apartment,3,1,Unfurnished,"Baljit Nagar, Patel Nagar",1,Ready_to_move,New_Property,24242,"16.00
%%"
Apartment,4,4,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj Sector B",2,Ready_to_move,Resale,,"365.00
%%"
Apartment,3,2,Semi-Furnished,DDA Flats Vasant Kunj,1,Ready_to_move,Resale,,"200.00
%%"
Apartment,2,2,Semi-Furnished,Vasant Kunj,1,Ready_to_move,Resale,,"150.00
%%"
Apartment,3,2,Semi-Furnished,Vasant Kunj,2,Ready_to_move,New_Property,,"250.00
%%"
Apartment,3,2,Semi-Furnished,"DDA Flats Vasant Kunj, Vasant Kunj",2,Ready_to_move,Resale,,"185.00
%%"
Apartment,4,3,Unfurnished,"DDA Flats Pocket 1, Vasant Kunj Sector B",2,Ready_to_move,Resale,,"235.00
%%"
Apartment,1,1,Semi-Furnished,Vasant Kunj,1,Ready_to_move,New_Property,,"80.00
%%"
Apartment,3,2,Unfurnished,"Saraswati Narmada Ganga Yamuna Apartment, Vasant Kunj Sector D",1,Ready_to_move,Resale,,"230.00
%%"
Apartment,3,3,Unfurnished,"DDA Flats Vasant Kunj, Vasant Kunj",1,Ready_to_move,Resale,15500,"310.00
%%"
Apartment,1,2,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",1,Ready_to_move,Resale,15500,"74.00
%%"
Apartment,2,2,Unfurnished,Vasant Kunj,1,Ready_to_move,Resale,15500,"155.00
%%"
Apartment,2,2,Semi-Furnished,"DDA Flats Sector E Pocket 1, Vasant Kunj",2,Ready_to_move,New_Property,15500,"120.00
%%"
